attacker,victim,similar_norm,tx_hash,symbol,phishing_type,fake_token_address,fake_token_deployer,tx_from,tx_to,tx_fee,is_batching,batch_contract_deployer,block_number,block_distance
0x4008b8dfcdfc0d5b837b28aa4a890122292b0c3f,0x4e5b2e1dc63f6b91cb6cd759936495434c7e972f,0x40e922f5d2de414b94aaabf14e02e1f9814afc3f,0xa5e518f9aaf7ebc37e68a5b3b17d7eec6f82ca1a0ac1cf46b676586e81000634,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0x4008B8DFCDFc0d5b837b28aA4A890122292B0C3f,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.000454003,1.0,,15861385,6405,from,5
0xa99ec488c68460a4463456545a26a91feebcecd2,0xcc233a3e46f711cc07d4d7814d5aafbe5e7a719a,0xa9f41b1e5140443a4645e066e3c6e217d119bb02,0xf5830ee536cc888ddf513c5a8c05de391aa6b2e4cdcb5f8bbbe9d722032baa99,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0xA99ec488c68460A4463456545a26a91FEebCeCD2,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.000580671,1.0,,16038516,745,to,4
0x1e838f790ae411a351a1beab6905a276ae48e85a,0x66df76fa354ea1f9e1dea5f93fa94b904f565a58,0x1eb4d5d342317331f7292480dee687f50e48e85a,0x148df30057ef634f3f172e89d207dc4a35d7a4bd39b005f43042aaffdd3a6ebc,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0x1e838f790Ae411A351A1beaB6905a276AE48E85a,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0005570250262503,1.0,,16167148,75,from,9
0xce207dba55252bab150936c11ec72a189b4fa3f2,0xd30558106d2b0f0baf957f816c38ff2bd3156045,0xce3172cfc954c8f320c2d292eade25485b4fa3f2,0x346bf80cfa72f603340f6573276c1c10a95a4e8460f40b20b813681f4e89a23c,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0xce207DbA55252BAB150936c11EC72A189B4fa3F2,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0007799520274516,1.0,,16169863,73,from,9
0xa183e7c4583aeaa7b4e7a3fd021f1ed435ba1903,0x907e77e848808add37a3caac545807a198b65571,0xa1a2192a0fab9d910b20d5abb4fac80a45ba1903,0xcbe7e4b4c8b0961bca336c74ad8d71bdf46cfe424991d0b0af48f9a304b9c635,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0xA183e7c4583aeaa7B4E7A3fD021f1ed435bA1903,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.001355393594276,1.0,,16170019,56,from,9
0x032a1bf6772557ffeb5abc03f83dfa9636b2eb36,0x07dd08b481e284f4aa51eb62c00052f70cb79c49,0x033e63c821a0392a8acbbffc647608ea76b2eb36,0x6099c2762185676e053f3abfb8447b7b06d40c9484ec72d307ed7aff621af40a,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0x032a1Bf6772557fFEb5abC03f83dFA9636B2EB36,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0005971098486349,1.0,,16175529,54,from,9
0xf391662b54181dd2c1f698f6313e32c1d25a522c,0xf93eef2acf297efa9b53e690519a1479a2832596,0xf3ef6d61bde55f549c13caf232042459625a522c,0xa4504dba7be883370f76c882ce4a09a8193524e1460e9c8eb5b22b440e2c6157,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0xf391662b54181DD2C1f698f6313e32C1d25A522c,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0008227100222832,1.0,,16178994,23,from,9
0xd93c34eb02c18e8dd70e334aad53f75d9b65a0e1,0x60d350939501c30425ba3154464a6aff3bd2b58b,0xd995d3df09f4f48d4fa1846caecaab974b65a0e1,0x38f08441907ef5d45e72c0462f3cf13e6e6e003f948116662e82dde7234b797b,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0xD93C34EB02c18e8dd70E334aaD53F75d9b65a0e1,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0005491458535699,1.0,,16180588,22,from,9
0x66629dd87fbe0f6956e9342c90acdf7c23bccf8f,0xb02bf7b1afd6b2de361be1a14205572a6ddc91d1,0x66edb47bf7ba57b79c0cf44e5a85b35563bccf8f,0x05a9fd550d91febb286f15b8a7e9bff46551b6ca3def9c6c3354c210b16ed2f2,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0x66629DD87FBe0F6956e9342c90aCDf7C23BcCf8F,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.0021824918933403,1.0,,16191447,117,from,9
0x031ba18ad41eb1a1f3a5d78aa9b3b1cdddd314b3,0x5654e88e4d33f32aaed787aaae910b8711364748,0xd3e0a2977707030cd6c49ee834e6605f7dd314b3,0xe0ae81267376a69a4b883b79ec41f6f0e047dec7da4cd1153dec1272aa17e1d7,usdt,dust,0xdac17f958d2ee523a2206206994597c13d831ec7,,0x031Ba18AD41Eb1a1f3A5d78Aa9b3b1CDDdd314B3,0xdAC17F958D2ee523a2206206994597C13D831ec7,0.000709429040752,1.0,,16196977,141,from,9
